"area_name";"year";"month";"period";"month_object";"month_name";"index_p";"standard_deviation";"confidence_width";"base_volume";"calc_volume";"n_points";"standard_error"
"Nedre Glomma";2019;3;"month";2019-03-01;"Mars";2,75;3,12342477061252;2,23436347993754;4752865;4883465;10;1
"Nedre Glomma";2019;4;"month";2019-04-01;"April";-2,31;4,9230509490127;3,52173849482172;4768069;4657815;10;1,6
"Nedre Glomma";2019;5;"month";2019-05-01;"Mai";0,59;2,02212466545912;1,28479671643635;5827707;5861856;12;0,6
"Nedre Glomma";2019;6;"month";2019-06-01;"Juni";-1,48;1,47477884374681;0,990769908430791;5557895;5475366;11;0,4
"Nedre Glomma";2019;7;"month";2019-07-01;"Juli";2,57;2,91260642266472;1,85058183208572;4846027;4970590;12;0,8
"Nedre Glomma";2019;8;"month";2019-08-01;"August";0,34;2,81330347172575;1,78748774719661;5333848;5351862;12;0,8
"Nedre Glomma";2019;9;"month";2019-09-01;"September";2,24;1,50849964314025;1,0134238497108;4905126;5014775;11;0,5
"Nedre Glomma";2019;10;"month";2019-10-01;"Oktober";1,11;1,4710033797438;1,05229242640593;4941720;4996785;10;0,5
"Nedre Glomma";2019;11;"month";2019-11-01;"November";-1,26;1,84285326207254;1,54066388258623;3283973;3242742;8;0,7
"Nedre Glomma";2019;12;"month";2019-12-01;"Desember";0,36;3,10351863230373;2,87027601191197;3046776;3057864;7;1,2
"Nedre Glomma";2020;1;"month";2020-01-01;"Januar";-3,47;8,24708544181837;5,23994809855727;5310940;5126706;12;2,4
"Nedre Glomma";2020;2;"month";2020-02-01;"Februar";-0,83;8,58323619614893;5,45352809823223;4807496;4767494;12;2,5
"Nedre Glomma";2020;3;"month";2020-03-01;"Mars";-25,13;5,75650080515824;3,86726986204824;5057598;3786622;11;1,7
"Nedre Glomma";2020;4;"month";2020-04-01;"April";-27,79;9,88456672762655;7,59795058286957;4234980;3058102;9;3,3
"Nedre Glomma";2020;5;"month";2020-05-01;"Mai";-17,66;7,85380831424798;5,27626021849574;5310558;4372730;11;2,4
"Nedre Glomma";2020;6;"month";2020-06-01;"Juni";-8,06;9,26315948281196;6,62646510713728;5274986;4849771;10;2,9
"Nedre Glomma";2020;7;"month";2020-07-01;"Juli";-6,55;14,5108589787908;9,21975993225344;5083748;4750727;12;4,2
"Nedre Glomma";2020;8;"month";2020-08-01;"August";-9,75;8,19058058524613;5,2040466255043;5589982;5044940;12;2,4
"Nedre Glomma";2020;9;"month";2020-09-01;"September";-7,94;8,15418048593836;5,18091910578832;5668091;5217983;12;2,4
"Nedre Glomma";2020;10;"month";2020-10-01;"Oktober";-8,11;7,44472150850105;4,73015037712005;5821730;5349868;12;2,1
"Nedre Glomma";2020;11;"month";2020-11-01;"November";-10,22;8,41231464660578;5,34492972674093;5401845;4849664;12;2,4
"Nedre Glomma";2020;12;"month";2020-12-01;"Desember";-7,71;11,7644489840791;7,47477427263167;5118605;4724035;12;3,4
"Nedre Glomma";2021;1;"month";2021-01-01;"Januar";-17,26;10,8341671029642;6,88370136469834;5097940;4218047;12;3,1
"Nedre Glomma";2021;2;"month";2021-02-01;"Februar";-16,53;13,1832263104372;8,37622237887162;4827337;4029251;12;3,8
"Nedre Glomma";2021;3;"month";2021-03-01;"Mars";10,08;13,3263323393398;8,4671476117106;4049002;4457258;12;3,8
"Nedre Glomma";2021;4;"month";2021-04-01;"April";12;6,69361135177634;4,49682929355155;3517396;3939428;11;2
"Nedre Glomma";2021;5;"month";2021-05-01;"Mai";5,9;6,36743477009089;4,27770088434022;4385727;4644551;11;1,9
"Nedre Glomma";2021;6;"month";2021-06-01;"Juni";6,07;5,43441902344548;3,65089237688982;5057450;5364437;11;1,6
"Nedre Glomma";2021;7;"month";2021-07-01;"Juli";4,42;5,47465280584357;3,67792179968864;4669181;4875475;11;1,7
"Nedre Glomma";2021;8;"month";2021-08-01;"August";7,03;4,80382761305715;3,69254878017264;4291906;4593708;9;1,6
"Nedre Glomma";2021;9;"month";2021-09-01;"September";7;4,69527189526631;3,6091054687974;4341047;4645103;9;1,6
"Nedre Glomma";2021;10;"month";2021-10-01;"Oktober";3,84;6,34547497106253;4,53927934221366;4623405;4800852;10;2
"Nedre Glomma";2021;11;"month";2021-11-01;"November";13,73;7,58423741443815;4,81879455465296;4857179;5523946;12;2,2
"Nedre Glomma";2021;12;"month";2021-12-01;"Desember";6,74;5,17355067104906;3,2871172722537;4743315;5063169;12;1,5
"Nedre Glomma";2022;1;"month";2022-01-01;"Januar";12,38;7,98923953690508;5,07612062657302;4217154;4739201;12;2,3
"Nedre Glomma";2022;2;"month";2022-02-01;"Februar";13,95;10,4365472907052;7,01136787213145;3692209;4207343;11;3,1
"Nedre Glomma";2022;3;"month";2022-03-01;"Mars";21,57;11,9637122866579;7,60138013488767;4611403;5606199;12;3,5
"Nedre Glomma";2022;4;"month";2022-04-01;"April";18,8;14,4224645777301;9,16359680928971;4507273;5354784;12;4,2
"Nedre Glomma";2022;5;"month";2022-05-01;"Mai";12,76;12,2609321108755;7,79022460166927;5191237;5853641;12;3,5
"Nedre Glomma";2022;6;"month";2022-06-01;"Juni";1,58;10,7498099011938;6,83010335578539;5639925;5729076;12;3,1
"Nedre Glomma";2022;7;"month";2022-07-01;"Juli";-0,39;14,4695292133243;9,72076199391368;4660774;4642729;11;4,4
"Nedre Glomma";2022;8;"month";2022-08-01;"August";-0,34;14,2220391261903;9,55449589102849;5333229;5314904;11;4,3
