"area_name";"year";"month";"period";"month_object";"month_name";"index_p";"standard_deviation";"confidence_width";"base_volume";"calc_volume";"n_points";"standard_error"
"Buskerudbyen uten E18";2019;4;"month";2019-04-01;"April";-3,35;5,19765908513331;3,14091395010535;4726254;4567903;13;1,4
"Buskerudbyen uten E18";2019;5;"month";2019-05-01;"Mai";1,68;3,02121220725431;1,9195866554827;4558499;4635027;12;0,9
"Buskerudbyen uten E18";2019;6;"month";2019-06-01;"Juni";-2,14;2,56131170649594;1,83225201758541;4055559;3968916;10;0,8
"Buskerudbyen uten E18";2019;7;"month";2019-07-01;"Juli";-0,43;2,79822015681348;1,6156442174612;4112552;4094915;14;0,7
"Buskerudbyen uten E18";2019;8;"month";2019-08-01;"August";-0,95;3,12615449794345;1,98626380590562;4026173;3988083;12;0,9
"Buskerudbyen uten E18";2019;9;"month";2019-09-01;"September";1,22;2,76755629274097;1,53262159016165;4996729;5057466;15;0,7
"Buskerudbyen uten E18";2019;10;"month";2019-10-01;"Oktober";1,58;2,74962357271303;1,58758538517129;5035320;5114706;14;0,7
"Buskerudbyen uten E18";2019;11;"month";2019-11-01;"November";-1,3;1,83425836693998;1,10843123768889;4500024;4441331;13;0,5
"Buskerudbyen uten E18";2019;12;"month";2019-12-01;"Desember";0,11;1,73283359264806;1,04714085999349;4391471;4396504;13;0,5
"Buskerudbyen";2020;1;"month";2020-01-01;"Januar";0,62;2,59770933907743;2,40248043761187;2748312;2765284;7;1
"Buskerudbyen";2020;2;"month";2020-02-01;"Februar";2,31;5,7368755429647;5,30572495454074;2529946;2588468;7;2,2
"Buskerudbyen";2020;3;"month";2020-03-01;"Mars";-25,49;6,79024603598761;6,27993017641666;2942682;2192644;7;2,6
"Buskerudbyen";2020;4;"month";2020-04-01;"April";-26,41;9,71204353870376;8,98214217425001;2718736;2000829;7;3,7
"Buskerudbyen";2020;5;"month";2020-05-01;"Mai";-13,33;6,45985312603274;4,96548267381443;3360244;2912296;9;2,2
"Buskerudbyen";2020;6;"month";2020-06-01;"Juni";-2,16;2,1422850530709;1,98128322301794;2621960;2565316;7;0,8
"Buskerudbyen";2020;7;"month";2020-07-01;"Juli";1,31;4,81578937981797;5,05386100941362;2052084;2079062;6;2
"Buskerudbyen";2020;8;"month";2020-08-01;"August";-3,09;2,09346018452161;1,93612775092794;2519982;2442185;7;0,8
"Buskerudbyen";2020;9;"month";2020-09-01;"September";0,86;2,76353740362545;2,12424289351726;3220991;3248827;9;0,9
"Buskerudbyen";2020;10;"month";2020-10-01;"Oktober";-3,51;2,92025070091887;2,24470339738396;3289779;3174250;9;1
"Buskerudbyen";2020;11;"month";2020-11-01;"November";-12,34;3,87457654063665;2,97826317495777;2966145;2600250;9;1,3
"Buskerudbyen";2020;12;"month";2020-12-01;"Desember";-6,99;2,36762792377048;1,97938647890687;2611987;2429427;8;0,8
"Buskerudbyen";2021;1;"month";2021-01-01;"Januar";-17,39;3,14165869390367;1,61529184995188;5676320;4689362;17;0,8
"Buskerudbyen";2021;2;"month";2021-02-01;"Februar";-9,21;3,24116334959507;1,72709403714486;5236638;4754510;16;0,8
"Buskerudbyen";2021;3;"month";2021-03-01;"Mars";10,1;5,51689710299719;3,05515578235256;3842176;4230235;15;1,4
"Buskerudbyen";2021;4;"month";2021-04-01;"April";13,2;7,44892695850901;3,96925299515552;3818123;4322301;16;1,9
"Buskerudbyen";2021;5;"month";2021-05-01;"Mai";2,08;4,96789489983143;2,47047601285788;4867990;4969063;18;1,2
"Buskerudbyen";2021;6;"month";2021-06-01;"Juni";2,63;5,09066084470258;2,71262168601008;5396338;5538157;16;1,3
"Buskerudbyen";2021;7;"month";2021-07-01;"Juli";1,81;3,48140638675451;1,67798416611772;5325386;5421627;19;0,8
"Buskerudbyen";2021;8;"month";2021-08-01;"August";2,23;5,69313346801389;2,92713912858068;5962157;6095338;17;1,4
"Buskerudbyen";2021;9;"month";2021-09-01;"September";0,48;3,52815256118631;1,65122622668254;6540287;6571983;20;0,8
"Buskerudbyen";2021;10;"month";2021-10-01;"Oktober";2,04;6,72384969804211;3,24079181666235;6331172;6460168;19;1,5
"Buskerudbyen";2021;11;"month";2021-11-01;"November";17,02;6,26266808647061;3,01850939514848;4765543;5576684;19;1,4
"Buskerudbyen";2021;12;"month";2021-12-01;"Desember";3,53;4,43060796308355;2,07358835592192;5494837;5688709;20;1
