Tellepunkt;Veg;Sted;Meter;HP;År;Felt;L.Klasse;ADT;ÅDTavvik;SDT;SDTavvik;YDT;YDTavvik;HDT;HDTavvik;JDT;JDTavvik
1200118;EV39;RAMPE HOP MOT SENTR;1910;17;2017;1;20;10682;3;10403;11;11980;4;7824;0;8668;13
1200118;EV39;RAMPE HOP MOT SENTR;1910;17;2017;R1;20;10682;3;10403;11;11980;4;7824;0;8668;13
1200119;EV39;RAMPE HOP MOT SØRÅS;41175;74;2017;1;20;3545;10;3386;41;4079;13;2367;5;2945;87
1200119;EV39;RAMPE HOP MOT SØRÅS;41175;74;2017;R1;20;3545;10;3386;41;4079;13;2367;5;2945;87
1200120;EV39;RAMPE SØRÅS MOT HOP;14171;74;2017;1;20;4042;2;3790;5;4775;2;2428;0;2888;6
1200120;EV39;RAMPE SØRÅS MOT HOP;14171;74;2017;R1;20;4042;2;3790;5;4775;2;2428;0;2888;6
1200121;EV39;ARM SVEIO-BØMLO;12130;67;2017;1;20;465;1;498;0;501;1;388;1;489;0
1200121;EV39;ARM SVEIO-BØMLO;12130;67;2017;R1;20;465;1;498;0;501;1;388;1;489;0
1200122;EV39;ARM BØMLO-SVEIO;21040;67;2017;1;20;515;1;570;0;542;1;454;1;572;0
1200122;EV39;ARM BØMLO-SVEIO;21040;67;2017;R1;20;515;1;570;0;542;1;454;1;572;0
1200124;EV39;NESTTUN TUNNEL;50;17;2017;1;20;10209;9;9903;9;11398;11;7589;4;8267;0
1200124;EV39;NESTTUN TUNNEL;50;17;2017;2;20;9753;9;9521;9;10999;11;7012;4;8044;0
400300;EV6;ÅKERSVIKA N;360;4;2017;R0;20;19981;0;22142;0;21688;0;16223;0;22064;0
1200124;EV39;NESTTUN TUNNEL;50;17;2017;R1;20;10209;9;9903;9;11398;11;7589;4;8267;0
1200124;EV39;NESTTUN TUNNEL;50;17;2017;R2;20;9753;9;9521;9;10999;11;7012;4;8044;0
1200125;EV39;SKJOLDSKIFTET NORD;9300;16;2017;1;20;14906;75;15350;263;16446;85;11514;54;14399;408
1200125;EV39;SKJOLDSKIFTET NORD;9300;16;2017;2;20;6125;-999;6101;-999;6698;-999;4865;-999;5227;-999
1200125;EV39;SKJOLDSKIFTET NORD;9300;16;2017;4;20;8081;-999;7680;-999;9072;-999;5898;-999;6204;-999
400305;RV2;RASTA NEDRE;4110;4;2017;R0;20;14511;19;15231;18;16273;22;10632;10;14407;51
1200125;EV39;SKJOLDSKIFTET NORD;9300;16;2017;R1;20;14906;75;15350;263;16446;85;11514;54;14399;408
1200125;EV39;SKJOLDSKIFTET NORD;9300;16;2017;R2;20;14206;11;13782;12;15770;14;10762;5;11431;0
1200145;EV39;STORDABRUA;101;5;2017;1;20;2117;-999;2383;-999;2252;-999;1819;-999;2334;-999
1200145;EV39;STORDABRUA;101;5;2017;2;20;2111;-999;2395;-999;2287;-999;1724;-999;2341;-999
1200145;EV39;STORDABRUA;101;5;2017;3;20;1426;-999;1463;-999;1614;-999;1011;-999;1321;-999
1200145;EV39;STORDABRUA;101;5;2017;4;20;1430;-999;1468;-999;1643;-999;960;-999;1329;-999
400342;FV206;KILEN V;12660;2;2017;R0;20;1193;28;1362;24;1243;28;1083;26;1413;0
1200145;EV39;STORDABRUA;101;5;2017;R1;20;3543;5;3846;0;3866;5;2830;5;3655;0
1200145;EV39;STORDABRUA;101;5;2017;R2;20;3541;5;3863;0;3930;5;2684;5;3670;0
1200147;EV39;RAMPER NYBORG;4552;20;2017;1;20;6538;-999;6479;-999;7538;-999;4336;-999;5599;-999
1200147;EV39;RAMPER NYBORG;4552;20;2017;3;20;4709;-999;4781;-999;5572;-999;2811;-999;4368;-999
1200147;EV39;RAMPER NYBORG;4552;20;2017;R1;20;11247;55;11260;0;13110;61;7148;40;9967;0
1200148;EV39;RAMPER IKEA;4542;20;2017;2;20;4362;-999;4350;-999;5037;-999;2877;-999;3901;-999
1200148;EV39;RAMPER IKEA;4542;20;2017;4;20;6793;-999;6628;-999;7780;-999;4619;-999;5582;-999
1200148;EV39;RAMPER IKEA;4542;20;2017;R2;20;11155;4;10978;2;12817;3;7497;5;9482;0
1200153;EV39;EIKÅSTUNNELEN;480;21;2017;1;20;9097;-999;9133;-999;10156;-999;6766;-999;8344;-999
1200153;EV39;EIKÅSTUNNELEN;480;21;2017;2;20;2828;-999;2813;-999;3189;-999;2033;-999;2517;-999
1200153;EV39;EIKÅSTUNNELEN;480;21;2017;3;20;3158;-999;3223;-999;3593;-999;2201;-999;2792;-999
1200153;EV39;EIKÅSTUNNELEN;480;21;2017;4;20;9784;-999;9942;-999;10824;-999;7495;-999;8920;-999
400362;FV2;MESNALIA N;1975;2;2017;R0;20;3160;144;4664;244;2998;139;3516;158;5643;287
1200153;EV39;EIKÅSTUNNELEN;480;21;2017;R1;20;12255;3;12356;0;13748;3;8967;3;11136;0
1200153;EV39;EIKÅSTUNNELEN;480;21;2017;R2;20;12612;7;12755;8;14013;6;9528;8;11437;23
1200165;EV39;EV39 FØYNO;8727;4;2017;1;20;2117;3;2383;0;2253;3;1820;3;2334;0
1200165;EV39;EV39 FØYNO;8727;4;2017;2;20;2111;3;2395;0;2287;3;1724;3;2341;0
400375;FV213;MJØSKROA;6820;3;2017;R0;20;3451;106;3672;152;3790;114;2704;87;3460;145
1200165;EV39;EV39 FØYNO;8727;4;2017;R1;20;2117;3;2383;0;2253;3;1820;3;2334;0
1200165;EV39;EV39 FØYNO;8727;4;2017;R2;20;2111;3;2395;0;2287;3;1724;3;2341;0
1200231;EV39;EIDSVÅGTUNNELEN;5880;19;2017;1;20;10116;-999;10043;-999;12034;-999;5892;-999;7901;-999
1200231;EV39;EIDSVÅGTUNNELEN;5880;19;2017;2;20;9827;-999;9577;-999;11372;-999;6425;-999;7472;-999
1200231;EV39;EIDSVÅGTUNNELEN;5880;19;2017;3;20;13901;-999;13920;-999;15154;-999;11143;-999;12567;-999
1200231;EV39;EIDSVÅGTUNNELEN;5880;19;2017;4;20;14091;-999;14299;-999;15262;-999;11512;-999;12874;-999
400376;FV175;SANDER Ø;760;3;2017;R0;20;1025;0;1124;1;1158;0;732;0;1026;3
1200231;EV39;EIDSVÅGTUNNELEN;5880;19;2017;R1;20;24017;0;23962;0;27188;0;17035;1;20468;0
1200231;EV39;EIDSVÅGTUNNELEN;5880;19;2017;R2;20;23917;0;23877;0;26634;0;17937;1;20345;0
1200381;EV39;FJØSANGER V/BOMST.;310;18;2017;1;20;14052;-999;13726;-999;16185;-999;9357;-999;11265;-999
1200381;EV39;FJØSANGER V/BOMST.;310;18;2017;2;20;7674;-999;7245;-999;9028;-999;4694;-999;5491;-999
1200381;EV39;FJØSANGER V/BOMST.;310;18;2017;3;20;5237;-999;5038;-999;5722;-999;4168;-999;4067;-999
1200381;EV39;FJØSANGER V/BOMST.;310;18;2017;4;20;12081;-999;11967;-999;13544;-999;8861;-999;10104;-999
400401;FV30;KOPPANG S;3140;1;2017;R0;20;1785;103;2259;144;1925;110;1478;89;2436;154
1200381;EV39;FJØSANGER V/BOMST.;310;18;2017;R1;20;19289;4;18764;0;21907;4;13524;5;15332;0
1200381;EV39;FJØSANGER V/BOMST.;310;18;2017;R2;20;19755;4;19212;0;22571;4;13555;5;15595;0
1200413;EV39;KLAUVANESET/NORH.BR;540;22;2017;1;20;8810;0;9112;0;9779;0;6676;0;8258;0
1200413;EV39;KLAUVANESET/NORH.BR;540;22;2017;2;20;8807;0;9120;0;9493;0;7295;0;8343;0
400446;FV752;OSMOEN N;165;1;2017;R0;20;652;41;692;49;704;43;537;35;667;48
1200413;EV39;KLAUVANESET/NORH.BR;540;22;2017;R1;20;8810;0;9112;0;9779;0;6676;0;8258;0
1200413;EV39;KLAUVANESET/NORH.BR;540;22;2017;R2;20;8807;0;9120;0;9493;0;7295;0;8343;0
1200452;EV39;MOBERG V/LEKVEN;3050;13;2017;1;20;4153;6;4353;9;4353;6;3714;8;4006;0
1200452;EV39;MOBERG V/LEKVEN;3050;13;2017;2;20;3964;6;4177;8;4233;5;3371;7;3881;0
400491;RV3;OPPHUS SKOLE;24448;10;2017;R0;20;2769;2;3821;0;2805;2;2689;2;4443;0
1200452;EV39;MOBERG V/LEKVEN;3050;13;2017;R1;20;4153;6;4353;9;4353;6;3714;8;4006;0
1200452;EV39;MOBERG V/LEKVEN;3050;13;2017;R2;20;3964;6;4177;8;4233;5;3371;7;3881;0
1201191;EV39;ÅDLAND FARTSTAVLE;1160;8;2017;1;20;2070;3;2342;0;2156;3;1881;2;2256;0
1201191;EV39;ÅDLAND FARTSTAVLE;1160;8;2017;2;20;2101;3;2380;0;2217;3;1846;2;2293;0
400524;FV192;KÅTERUD;770;1;2017;R0;20;4747;155;4627;194;5517;174;3049;109;3945;171
1201191;EV39;ÅDLAND FARTSTAVLE;1160;8;2017;R1;20;2070;3;2342;0;2156;3;1881;2;2256;0
1201191;EV39;ÅDLAND FARTSTAVLE;1160;8;2017;R2;20;2101;3;2380;0;2217;3;1846;2;2293;0
1201201;EV39;VALLAHEIENE;6650;16;2017;1;20;7490;0;7483;0;8178;0;5976;0;6397;0
1201201;EV39;VALLAHEIENE;6650;16;2017;2;20;7127;0;7119;0;7844;0;5549;0;6109;0
400567;FV681;KUSKMOEN;1265;3;2017;R0;20;923;84;1197;109;976;89;807;75;1300;117
1201201;EV39;VALLAHEIENE;6650;16;2017;R1;20;7490;0;7483;0;8178;0;5976;0;6397;0
1201201;EV39;VALLAHEIENE;6650;16;2017;R2;20;7127;0;7119;0;7844;0;5549;0;6109;0
1201462;EV39;TØSDALSKRYSSET NORD;3480;14;2017;1;20;6845;48;6934;27;7484;47;5438;48;6134;49
1201462;EV39;TØSDALSKRYSSET NORD;3480;14;2017;2;20;6582;46;6698;28;7312;47;4975;44;5983;50
400603;FV60;KYLSTAD ;6465;1;2017;R0;20;969;45;986;58;1075;49;736;36;903;54
1201462;EV39;TØSDALSKRYSSET NORD;3480;14;2017;R1;20;6845;48;6934;27;7484;47;5438;48;6134;49
1201462;EV39;TØSDALSKRYSSET NORD;3480;14;2017;R2;20;6582;46;6698;28;7312;47;4975;44;5983;50
1201492;EV39;EIKÅS;480;21;2017;1;20;721;0;724;1;824;0;495;0;560;1
1201492;EV39;EIKÅS;480;21;2017;2;20;612;0;595;0;684;0;451;0;471;0
400616;FV24;STANGE Ø;4260;7;2017;R0;20;5749;0;5760;0;6465;0;4173;0;5067;0
1201492;EV39;EIKÅS;480;21;2017;R1;20;721;0;724;1;824;0;495;0;560;1
1201492;EV39;EIKÅS;480;21;2017;R2;20;612;0;595;0;684;0;451;0;471;0
1203296;EV39;STUDALEN FARTSTAVLE;5709;7;2017;1;20;3812;3;3985;0;4142;3;3086;1;3327;0
1203296;EV39;STUDALEN FARTSTAVLE;5709;7;2017;2;20;4199;3;4346;2;4635;5;3239;0;3707;6
400620;FV84;BUTTEKVERN S;4070;2;2017;R0;20;8873;0;8711;0;9916;0;6576;0;7590;0
1203296;EV39;STUDALEN FARTSTAVLE;5709;7;2017;R1;20;3812;3;3985;0;4142;3;3086;1;3327;0
1203296;EV39;STUDALEN FARTSTAVLE;5709;7;2017;R2;20;4199;3;4346;2;4635;5;3239;0;3707;6
1204004;EV39;VABAKKEN;4650;7;2017;1;20;8038;0;8002;0;9013;0;5891;0;6983;0
1204004;EV39;VABAKKEN;4650;7;2017;2;20;4377;-999;4268;-999;4998;-999;3010;-999;3731;-999
1204004;EV39;VABAKKEN;4650;7;2017;4;20;3599;-999;3692;-999;4001;-999;2715;-999;3232;-999
400692;FV66;KÅRTORP Ø;716;1;2017;R0;20;9915;10;9557;16;11361;12;6731;6;8301;39
1204004;EV39;VABAKKEN;4650;7;2017;R1;20;8038;0;8002;0;9013;0;5891;0;6983;0
1204004;EV39;VABAKKEN;4650;7;2017;R2;20;7977;2;7960;0;8999;1;5725;3;6963;0
1204221;EV39;KNARVIK;112;23;2017;1;20;7869;34;8174;133;8884;39;5634;24;7726;176
1204221;EV39;KNARVIK;112;23;2017;2;20;7960;34;8262;133;8862;38;5974;26;7806;176
400700;FV66;ARNKVERN MØLLE;2558;1;2017;R0;20;4201;129;3892;159;5172;151;2061;78;3178;135
1204221;EV39;KNARVIK;112;23;2017;R1;20;7869;34;8174;133;8884;39;5634;24;7726;176
1204221;EV39;KNARVIK;112;23;2017;R2;20;7960;34;8262;133;8862;38;5974;26;7806;176
1229016;EV39;OSTEREIDET;6223;27;2017;1;20;1932;0;2226;0;2076;0;1614;0;2269;0
1229016;EV39;OSTEREIDET;6223;27;2017;2;20;1932;0;2226;0;1931;0;1933;0;2258;0
400797;EV6;KLEVERUD;6300;1;2017;R0;20;14042;47;16430;0;13361;46;15542;49;17874;0
1229016;EV39;OSTEREIDET;6223;27;2017;R1;20;1932;0;2226;0;2076;0;1614;0;2269;0
1229016;EV39;OSTEREIDET;6223;27;2017;R2;20;1932;0;2226;0;1931;0;1933;0;2258;0
1400003;EV39;VASSENDEN;1406;13;2017;1;20;1566;7;1909;10;1705;7;1259;9;2047;29
1400003;EV39;VASSENDEN;1406;13;2017;2;20;1559;7;1885;10;1644;7;1373;9;2004;30
400802;RV25;ÅNESTAD BRU Ø (FART;17480;1;2017;R0;20;7646;4;7975;0;8670;4;5393;3;6944;0
1400003;EV39;VASSENDEN;1406;13;2017;R1;20;1566;7;1909;10;1705;7;1259;9;2047;29
1400003;EV39;VASSENDEN;1406;13;2017;R2;20;1559;7;1885;10;1644;7;1373;9;2004;30
1400006;EV39;ÅRBERGSDALEN;9702;6;2017;1;20;1153;0;1388;0;1226;0;993;0;1476;0
1400006;EV39;ÅRBERGSDALEN;9702;6;2017;2;20;1158;0;1399;0;1197;0;1071;0;1462;0
400804;RV3;MYKLEGARD Ø ;555;3;2017;R0;20;15532;359;18630;538;16161;365;14148;347;19335;556
1400006;EV39;ÅRBERGSDALEN;9702;6;2017;R1;20;1153;0;1388;0;1226;0;993;0;1476;0
1400006;EV39;ÅRBERGSDALEN;9702;6;2017;R2;20;1158;0;1399;0;1197;0;1071;0;1462;0
1400009;EV39;HAFSTADFLATA;2795;10;2017;1;20;6486;0;6757;0;7460;0;4340;0;6394;0
1400009;EV39;HAFSTADFLATA;2795;10;2017;2;20;6542;0;6814;0;7508;0;4413;0;6436;0
400823;RV25;NYBERGSUND BRU;23135;5;2017;R0;20;1657;142;1929;151;1757;147;1437;131;1975;168
1400009;EV39;HAFSTADFLATA;2795;10;2017;R1;20;6486;0;6757;0;7460;0;4340;0;6394;0
1400009;EV39;HAFSTADFLATA;2795;10;2017;R2;20;6542;0;6814;0;7508;0;4413;0;6436;0
1400012;EV39;BOGSTUNNELEN;20039;5;2017;1;20;949;0;1212;0;981;0;878;0;1337;0
1400012;EV39;BOGSTUNNELEN;20039;5;2017;2;20;950;0;1219;0;946;0;959;0;1328;0
400860;FV29;KROKHAUG N;10320;3;2017;R0;20;1189;7;1536;11;1305;7;934;6;1836;0
1400012;EV39;BOGSTUNNELEN;20039;5;2017;R1;20;949;0;1212;0;981;0;878;0;1337;0
1400012;EV39;BOGSTUNNELEN;20039;5;2017;R2;20;950;0;1219;0;946;0;959;0;1328;0
1400020;EV39;HAFSTAD VEST;2655;10;2017;1;20;6681;29;6840;116;7699;33;4440;20;6270;112
1400020;EV39;HAFSTAD VEST;2655;10;2017;2;20;6778;0;7032;0;7789;0;4550;0;6579;0
400943;FV30;ÅKRESTRØMMEN N;13500;2;2017;R0;20;1123;74;1527;108;1179;77;999;69;1721;119
1400020;EV39;HAFSTAD VEST;2655;10;2017;R1;20;6681;29;6840;116;7699;33;4440;20;6270;112
1400020;EV39;HAFSTAD VEST;2655;10;2017;R2;20;6778;0;7032;0;7789;0;4550;0;6579;0
1400022;EV39;BYRKJELO SØR;9620;15;2017;1;20;1429;0;1900;0;1532;0;1201;0;2107;0
1400022;EV39;BYRKJELO SØR;9620;15;2017;2;20;1412;0;1876;0;1472;0;1280;0;2072;0
500102;EV6;DOMBÅS SØR;11750;19;2017;R0;20;4348;1;6686;0;4485;1;4045;0;8387;0
1400022;EV39;BYRKJELO SØR;9620;15;2017;R1;20;1429;0;1900;0;1532;0;1201;0;2107;0
1400022;EV39;BYRKJELO SØR;9620;15;2017;R2;20;1412;0;1876;0;1472;0;1280;0;2072;0
1400030;EV39;BRULAND;1500;11;2017;1;20;3550;15;3818;0;3988;17;2587;11;3607;0
1400030;EV39;BRULAND;1500;11;2017;2;20;3537;15;3806;0;3907;17;2724;12;3646;0
500105;EV136;JORA;2060;1;2017;R0;20;2823;2;3900;0;2957;2;2527;2;4767;0
1400030;EV39;BRULAND;1500;11;2017;R1;20;3550;15;3818;0;3988;17;2587;11;3607;0
1400030;EV39;BRULAND;1500;11;2017;R2;20;3537;15;3806;0;3907;17;2724;12;3646;0
1400031;EV39;REED VEST;6230;16;2017;1;20;1221;0;1486;0;1352;0;933;0;1543;0
1400031;EV39;REED VEST;6230;16;2017;2;20;1216;0;1479;0;1333;0;957;0;1541;0
500108;EV6;OTTA SØR;7170;16;2017;R0;20;5983;5;8314;21;6310;6;5263;5;9828;0
1400031;EV39;REED VEST;6230;16;2017;R1;20;1221;0;1486;0;1352;0;933;0;1543;0
1400031;EV39;REED VEST;6230;16;2017;R2;20;1216;0;1479;0;1333;0;957;0;1541;0
1400047;EV39;KRINGLA;1960;1;2017;1;20;975;0;1244;0;1006;0;905;0;1374;0
1400047;EV39;KRINGLA;1960;1;2017;2;20;974;0;1253;0;922;0;1090;0;1359;0
500110;EV136;BJORLI VEST;11641;5;2017;R0;20;1796;4;2716;15;1714;3;1977;5;3566;44
1400047;EV39;KRINGLA;1960;1;2017;R1;20;975;0;1244;0;1006;0;905;0;1374;0
1400047;EV39;KRINGLA;1960;1;2017;R2;20;974;0;1253;0;922;0;1090;0;1359;0
1400049;EV39;VÅTEDALEN;7150;14;2017;1;20;1196;16;1634;1;1270;17;1034;14;1863;0
1400049;EV39;VÅTEDALEN;7150;14;2017;2;20;1215;16;1665;1;1252;17;1133;14;1891;0
500111;RV15;BILLINGEN;20410;6;2017;R0;20;1018;22;1965;23;981;20;1100;27;2433;0
1400049;EV39;VÅTEDALEN;7150;14;2017;R1;20;1196;16;1634;1;1270;17;1034;14;1863;0
1400049;EV39;VÅTEDALEN;7150;14;2017;R2;20;1215;16;1665;1;1252;17;1133;14;1891;0
1400126;EV39;SKREDE;14194;27;2017;1;20;696;0;979;0;739;0;603;1;1114;0
1400126;EV39;SKREDE;14194;27;2017;2;20;689;0;963;0;739;0;579;0;1082;0
500112;FV255;ESPEDALEN;8790;7;2017;R0;20;187;2;307;0;177;2;209;2;385;0
1400126;EV39;SKREDE;14194;27;2017;R1;20;696;0;979;0;739;0;603;1;1114;0
1400126;EV39;SKREDE;14194;27;2017;R2;20;689;0;963;0;739;0;579;0;1082;0
1400190;EV39;STOREHAUG NORD;352;9;2017;1;20;2258;0;2499;1;2488;0;1752;0;2501;0
1400190;EV39;STOREHAUG NORD;352;9;2017;2;20;2248;0;2493;1;2475;1;1749;0;2467;0
500113;FV311;NORDSETERVEGEN;8560;1;2017;R0;20;766;4;890;0;713;4;883;4;1038;0
1400190;EV39;STOREHAUG NORD;352;9;2017;R1;20;2258;0;2499;1;2488;0;1752;0;2501;0
1400190;EV39;STOREHAUG NORD;352;9;2017;R2;20;2248;0;2493;1;2475;1;1749;0;2467;0
1400257;EV39;FØRDE VEST;1467;10;2017;1;20;6314;2;6477;0;7126;2;4527;2;6063;0
