Tellepunkt;Veg;Sted;Meter;HP;År;Felt;L.Klasse;ADT;ÅDTavvik;SDT;SDTavvik;YDT;YDTavvik;HDT;HDTavvik;JDT;JDTavvik
1500148;FV61;Hareidsdalen;6654;5;2017;2;20;3387;0;3387;0;3816;0;2444;0;2974;0
900007;RV9;NY BYGLAND;23127;4;2017;R0;20;1776;21;2368;81;1763;21;1804;21;2748;117
1500148;FV61;Hareidsdalen;6654;5;2017;R1;20;3420;0;3417;0;3832;0;2514;0;3042;0
1500148;FV61;Hareidsdalen;6654;5;2017;R2;20;3387;0;3387;0;3816;0;2444;0;2974;0
1500155;FV61;Dragsund;5465;6;2017;1;20;3108;19;3238;36;3485;22;2277;14;2963;41
1500155;FV61;Dragsund;5465;6;2017;2;20;3154;20;3303;37;3531;22;2322;14;3036;41
900008;EV18;E-18 LONGUM;14300;6;2017;R0;20;13176;0;15888;0;14499;0;10263;0;16917;0
1500155;FV61;Dragsund;5465;6;2017;R1;20;3108;19;3238;36;3485;22;2277;14;2963;41
1500155;FV61;Dragsund;5465;6;2017;R2;20;3154;20;3303;37;3531;22;2322;14;3036;41
1500176;FV61;Sula;1504;1;2017;1;20;4991;39;4971;0;5575;45;3705;27;4346;0
1500176;FV61;Sula;1504;1;2017;2;20;4416;33;4379;0;4940;38;3262;22;3817;0
900009;EV18;E-18 NYE RANNEKLEIV;4222;9;2017;R0;20;18911;0;21237;0;21377;0;13480;0;21471;0
1500176;FV61;Sula;1504;1;2017;R1;20;4991;39;4971;0;5575;45;3705;27;4346;0
1500176;FV61;Sula;1504;1;2017;R2;20;4416;33;4379;0;4940;38;3262;22;3817;0
1500292;FV61;Hareidsporten;275;5;2017;1;20;3474;32;3432;0;3909;36;2516;23;3025;0
1500292;FV61;Hareidsporten;275;5;2017;2;20;3433;32;3387;0;3844;36;2530;23;3013;0
900010;FV171;FV 171 SELDE;2228;1;2017;R0;20;5913;0;5939;0;6901;0;3738;0;5333;0
1500292;FV61;Hareidsporten;275;5;2017;R1;20;3474;32;3432;0;3909;36;2516;23;3025;0
1500292;FV61;Hareidsporten;275;5;2017;R2;20;3433;32;3387;0;3844;36;2530;23;3013;0
1500002;FV62;Steinløysa;6773;2;2017;1;20;886;0;989;0;990;0;657;0;963;0
1500002;FV62;Steinløysa;6773;2;2017;2;20;884;0;991;0;929;0;785;0;963;0
900012;EV18;INNTJORE;5600;18;2017;R0;20;13592;0;15986;0;15176;0;10104;0;16820;0
1500002;FV62;Steinløysa;6773;2;2017;R1;20;886;0;989;0;990;0;657;0;963;0
1500002;FV62;Steinløysa;6773;2;2017;R2;20;884;0;991;0;929;0;785;0;963;0
1500079;FV62;Skjevik N.;79;1;2017;1;20;1645;0;1676;0;1886;0;1114;0;1505;0
1500079;FV62;Skjevik N.;79;1;2017;2;20;1708;0;1790;0;1894;0;1298;0;1678;0
900013;FV48;Frivoll;126;1;2017;R0;20;5522;0;5460;0;6161;0;4117;0;4900;0
1500079;FV62;Skjevik N.;79;1;2017;R1;20;1645;0;1676;0;1886;0;1114;0;1505;0
1500079;FV62;Skjevik N.;79;1;2017;R2;20;1708;0;1790;0;1894;0;1298;0;1678;0
1500083;FV62;Øksendalstunnelen;798;7;2017;1;20;864;6;973;24;945;7;686;5;947;48
1500083;FV62;Øksendalstunnelen;798;7;2017;2;20;880;6;1021;25;926;7;780;5;1032;51
900108;FV410;STRENGEREID;618;3;2017;R0;20;3208;239;4186;313;3295;244;3017;228;4606;340
1500083;FV62;Øksendalstunnelen;798;7;2017;R1;20;864;6;973;24;945;7;686;5;947;48
1500083;FV62;Øksendalstunnelen;798;7;2017;R2;20;880;6;1021;25;926;7;780;5;1032;51
1500248;FV62;Drivabrua;9721;7;2017;1;20;3056;6;3216;0;3513;6;2049;4;3039;0
1500248;FV62;Drivabrua;9721;7;2017;2;20;3045;6;3208;0;3464;6;2122;4;3025;0
900109;FV410;HELLE;4;4;2017;R0;20;7562;485;12461;774;7743;494;7161;463;15080;912
1500248;FV62;Drivabrua;9721;7;2017;R1;20;3056;6;3216;0;3513;6;2049;4;3039;0
1500248;FV62;Drivabrua;9721;7;2017;R2;20;3045;6;3208;0;3464;6;2122;4;3025;0
500259;FV63;MØRE OG ROMSDAL GR;506;1;2017;1;20;241;6;651;0;235;6;255;7;879;0
500259;FV63;MØRE OG ROMSDAL GR;506;1;2017;2;20;251;6;678;0;241;6;272;7;925;0
900118;RV41;BIRKELAND SYD;10422;1;2017;R0;20;3925;218;4886;293;4273;235;3160;180;5254;312
500259;FV63;MØRE OG ROMSDAL GR;506;1;2017;R1;20;241;6;651;0;235;6;255;7;879;0
500259;FV63;MØRE OG ROMSDAL GR;506;1;2017;R2;20;251;6;678;0;241;6;272;7;925;0
1200135;FV63;TOFTEVÅG;390;1;2017;1;20;147;0;159;0;165;0;110;0;165;0
1200135;FV63;TOFTEVÅG;390;1;2017;2;20;138;0;148;0;152;0;106;0;154;0
900119;RV41;BIRKELAND SENTRUM;70;2;2017;R0;20;5170;224;5300;255;5834;247;3710;171;4757;234
1200135;FV63;TOFTEVÅG;390;1;2017;R1;20;147;0;159;0;165;0;110;0;165;0
1200135;FV63;TOFTEVÅG;390;1;2017;R2;20;138;0;148;0;152;0;106;0;154;0
1500028;FV63;Valldal;3760;8;2017;1;20;716;0;1264;0;745;0;652;0;1542;0
1500028;FV63;Valldal;3760;8;2017;2;20;739;0;1331;0;725;0;770;0;1657;0
900120;RV41;SENUMSTAD;10849;2;2017;R0;20;954;66;1286;95;956;67;949;66;1472;107
1500028;FV63;Valldal;3760;8;2017;R1;20;716;0;1264;0;745;0;652;0;1542;0
1500028;FV63;Valldal;3760;8;2017;R2;20;739;0;1331;0;725;0;770;0;1657;0
1500031;FV63;Flydalen;16910;1;2017;1;20;273;0;849;0;274;0;271;0;1099;0
1500031;FV63;Flydalen;16910;1;2017;2;20;221;0;685;0;220;0;225;0;898;0
900142;EV18;BREKKA;12275;6;2017;R0;20;15330;848;26487;1406;15587;855;14765;833;32516;1680
1500031;FV63;Flydalen;16910;1;2017;R1;20;273;0;849;0;274;0;271;0;1099;0
1500031;FV63;Flydalen;16910;1;2017;R2;20;221;0;685;0;220;0;225;0;898;0
1500045;FV63;Sogge;1378;13;2017;1;20;301;0;734;0;290;0;326;0;974;0
1500045;FV63;Sogge;1378;13;2017;2;20;366;0;884;0;356;0;388;0;1156;0
900147;FV420;VIK;381;7;2017;R0;20;3241;149;4328;233;3546;159;2569;124;4829;256
1500045;FV63;Sogge;1378;13;2017;R1;20;301;0;734;0;290;0;326;0;974;0
1500045;FV63;Sogge;1378;13;2017;R2;20;366;0;884;0;356;0;388;0;1156;0
1500049;FV63;TROLLSTIGEN;7562;12;2017;1;20;176;3;550;12;169;3;192;3;577;25
1500049;FV63;TROLLSTIGEN;7562;12;2017;2;20;186;4;584;13;180;3;201;4;616;27
900148;EV18;BIE;602;16;2017;R0;20;22143;737;27974;1110;24321;786;17347;626;30109;1188
1500049;FV63;TROLLSTIGEN;7562;12;2017;R1;20;176;3;550;12;169;3;192;3;577;25
1500049;FV63;TROLLSTIGEN;7562;12;2017;R2;20;186;4;584;13;180;3;201;4;616;27
1500129;FV63;Soggemoen;1286;13;2017;1;20;323;0;852;0;308;0;358;0;1131;0
1500129;FV63;Soggemoen;1286;13;2017;2;20;273;0;750;0;263;0;295;0;1023;0
900150;FV420;BORKEDALEN;3585;11;2017;R0;20;4354;260;4647;302;4582;271;3851;235;5428;347
1500129;FV63;Soggemoen;1286;13;2017;R1;20;323;0;852;0;308;0;358;0;1131;0
1500129;FV63;Soggemoen;1286;13;2017;R2;20;273;0;750;0;263;0;295;0;1023;0
1500221;FV63;Grande;1920;2;2017;1;20;384;1;964;2;380;0;393;1;1185;0
1500221;FV63;Grande;1920;2;2017;2;20;218;0;604;1;219;0;216;1;791;0
900151;FV420;VESTRE VALLESVERD;7920;12;2017;R0;20;2391;50;3153;64;2640;55;1841;39;3401;52
1500221;FV63;Grande;1920;2;2017;R1;20;384;1;964;2;380;0;393;1;1185;0
1500221;FV63;Grande;1920;2;2017;R2;20;218;0;604;1;219;0;216;1;791;0
1500263;FV63;Valldal N.;1386;9;2017;1;20;687;0;1263;0;709;0;639;0;1590;0
1500263;FV63;Valldal N.;1386;9;2017;2;20;709;0;1338;0;719;0;686;0;1705;0
900155;FV42;STOMSBUSLETTA;2275;51;2017;R0;20;13793;494;14407;567;15432;542;10184;383;13397;536
1500263;FV63;Valldal N.;1386;9;2017;R1;20;687;0;1263;0;709;0;639;0;1590;0
1500263;FV63;Valldal N.;1386;9;2017;R2;20;709;0;1338;0;719;0;686;0;1705;0
1900273;FV63;Postterminalen;6821;1;2017;1;20;6756;0;6759;0;7590;0;4921;0;5883;0
1900273;FV63;Postterminalen;6821;1;2017;2;20;6300;0;5880;0;7119;0;4496;0;5005;0
900156;FV42;STOA (NORD);5600;2;2017;R0;20;6864;306;7002;338;7773;335;4862;237;6364;313
1900273;FV63;Postterminalen;6821;1;2017;R1;20;6756;0;6759;0;7590;0;4921;0;5883;0
1900273;FV63;Postterminalen;6821;1;2017;R2;20;6300;0;5880;0;7119;0;4496;0;5005;0
1500050;FV64;Eldhusøya;4478;15;2017;1;20;902;0;1291;0;918;0;866;0;1475;0
1500050;FV64;Eldhusøya;4478;15;2017;2;20;878;0;1283;0;890;0;851;0;1473;0
900159;FV42;VEGUSDAL OST;18150;8;2017;R0;20;741;60;1161;95;732;60;761;62;1383;111
1500050;FV64;Eldhusøya;4478;15;2017;R1;20;902;0;1291;0;918;0;866;0;1475;0
1500050;FV64;Eldhusøya;4478;15;2017;R2;20;878;0;1283;0;890;0;851;0;1473;0
1500080;FV64;Tussentunnelen;538;10;2017;1;20;3176;0;3308;0;3599;0;2246;0;3468;0
1500080;FV64;Tussentunnelen;538;10;2017;2;20;3275;1;3415;0;3711;1;2314;0;3587;0
900167;FV420;BLODEKJR;1868;2;2017;R0;20;8696;457;12481;681;9691;502;6505;356;14457;773
1500080;FV64;Tussentunnelen;538;10;2017;R1;20;3176;0;3308;0;3599;0;2246;0;3468;0
1500080;FV64;Tussentunnelen;538;10;2017;R2;20;3275;1;3415;0;3711;1;2314;0;3587;0
1500121;FV64;Årølia;482;9;2017;1;20;4453;20;4693;67;5101;22;3026;14;4406;29
1500121;FV64;Årølia;482;9;2017;2;20;4354;19;4584;66;4958;22;3025;14;4417;29
900170;FV420;NEDENES;4470;4;2017;R0;20;7456;213;7694;283;8362;233;5460;168;7003;263
1500121;FV64;Årølia;482;9;2017;R1;20;4453;20;4693;67;5101;22;3026;14;4406;29
1500121;FV64;Årølia;482;9;2017;R2;20;4354;19;4584;66;4958;22;3025;14;4417;29
1500123;FV64;Sørvika;3173;17;2017;1;20;1292;142;1689;186;1347;147;1172;130;1858;202
1500123;FV64;Sørvika;3173;17;2017;2;20;1233;136;1613;178;1282;141;1125;126;1776;194
900171;FV420;MOI MONER;2780;6;2017;R0;20;5994;190;6277;247;6699;207;4441;150;5844;234
1500123;FV64;Sørvika;3173;17;2017;R1;20;1292;142;1689;186;1347;147;1172;130;1858;202
1500123;FV64;Sørvika;3173;17;2017;R2;20;1233;136;1613;178;1282;141;1125;126;1776;194
1500222;FV64;Atlanterhavstunnelen;17886;17;2017;1;20;1191;1;1340;0;1351;1;839;2;1370;0
1500222;FV64;Atlanterhavstunnelen;17886;17;2017;2;20;1186;1;1328;0;1347;0;831;2;1357;1
900172;FV420;BIE;410;8;2017;R0;20;5900;187;6041;239;6720;206;4094;141;5515;223
1500222;FV64;Atlanterhavstunnelen;17886;17;2017;R1;20;1191;1;1340;0;1351;1;839;2;1370;0
1500222;FV64;Atlanterhavstunnelen;17886;17;2017;R2;20;1186;1;1328;0;1347;0;831;2;1357;1
1500249;FV64;Øran bru;263;1;2017;1;20;3051;0;3648;0;3326;0;2445;0;3852;0
1500249;FV64;Øran bru;263;1;2017;2;20;3191;0;3799;0;3511;0;2488;0;3992;0
900173;FV420;GRIMSTAD SENTRUM;1897;8;2017;R0;20;5684;264;6143;305;6420;292;4066;201;5879;295
1500249;FV64;Øran bru;263;1;2017;R1;20;3051;0;3648;0;3326;0;2445;0;3852;0
1500249;FV64;Øran bru;263;1;2017;R2;20;3191;0;3799;0;3511;0;2488;0;3992;0
1500251;FV64;Steen;5612;1;2017;1;20;1152;-999;1482;-999;1219;-999;1004;-999;1631;-999
1500251;FV64;Steen;5612;1;2017;2;20;1947;0;2374;0;2125;0;1554;0;2525;0
1500251;FV64;Steen;5612;1;2017;3;20;806;-999;873;-999;894;-999;613;-999;842;-999
900178;FV402;STOREMYR;3302;2;2017;R0;20;3652;29;4343;115;4100;32;2665;22;4737;183
1500251;FV64;Steen;5612;1;2017;R1;20;1959;0;2355;0;2114;0;1617;0;2473;0
1500251;FV64;Steen;5612;1;2017;R2;20;1947;0;2374;0;2125;0;1554;0;2525;0
1500252;FV64;Torvika;6317;2;2017;1;20;890;2;1225;1;933;2;796;1;1397;0
1500252;FV64;Torvika;6317;2;2017;2;20;895;2;1259;2;967;2;738;1;1464;0
900187;FV411;TVEDESTRAND SENTRUM;1355;5;2017;R0;20;5248;354;7089;479;5513;369;4665;322;7881;525
1500252;FV64;Torvika;6317;2;2017;R1;20;890;2;1225;1;933;2;796;1;1397;0
1500252;FV64;Torvika;6317;2;2017;R2;20;895;2;1259;2;967;2;738;1;1464;0
1500271;FV64;Skåla;3363;7;2017;1;20;925;0;1158;0;976;0;813;0;1260;0
1500271;FV64;Skåla;3363;7;2017;2;20;919;0;1175;0;1014;0;708;0;1311;0
900195;FV415;NES VERK SYD;1490;1;2017;R0;20;2959;215;3917;286;3063;221;2729;201;4334;313
1500271;FV64;Skåla;3363;7;2017;R1;20;925;0;1158;0;976;0;813;0;1260;0
1500271;FV64;Skåla;3363;7;2017;R2;20;919;0;1175;0;1014;0;708;0;1311;0
1500314;FV64;Fræneidet;3375;12;2017;1;20;1465;1;1636;0;1628;1;1107;0;1607;0
1500314;FV64;Fræneidet;3375;12;2017;2;20;1448;1;1644;0;1607;1;1099;0;1640;0
900200;EV18;RISDAL;605;17;2017;R0;20;17314;593;23949;956;19220;640;13118;485;27336;1080
1500314;FV64;Fræneidet;3375;12;2017;R1;20;1465;1;1636;0;1628;1;1107;0;1607;0
1500314;FV64;Fræneidet;3375;12;2017;R2;20;1448;1;1644;0;1607;1;1099;0;1640;0
1500593;FV64;Sylte;4649;11;2017;1;20;3867;0;4188;0;4341;0;2824;0;4056;0
1500593;FV64;Sylte;4649;11;2017;2;20;3853;0;4163;0;4321;0;2821;0;4040;0
900201;EV18;TJOREKJÆRRA;2608;18;2017;R0;20;15061;521;20837;843;16710;562;11430;428;23679;950
1500593;FV64;Sylte;4649;11;2017;R1;20;3867;0;4188;0;4341;0;2824;0;4056;0
1500593;FV64;Sylte;4649;11;2017;R2;20;3853;0;4163;0;4321;0;2821;0;4040;0
1500693;FV64;Fannefjordtunnelen;15709;7;2017;1;20;2001;0;2240;0;2192;0;1581;0;2255;0
1500693;FV64;Fannefjordtunnelen;15709;7;2017;2;20;1996;0;2247;0;2231;0;1479;0;2294;0
900202;EV18;KVERNÅS;1250;19;2017;R0;20;13713;0;16056;0;15273;0;10278;0;16873;0
1500693;FV64;Fannefjordtunnelen;15709;7;2017;R1;20;2001;0;2240;0;2192;0;1581;0;2255;0
1500693;FV64;Fannefjordtunnelen;15709;7;2017;R2;20;1996;0;2247;0;2231;0;1479;0;2294;0
1500069;FV65;Betna S.;8343;7;2017;1;20;350;0;341;0;374;0;296;0;332;0
1500069;FV65;Betna S.;8343;7;2017;2;20;361;0;423;0;396;0;283;0;422;0
900203;EV18;SONGEFJELL;2583;20;2017;R0;20;13536;0;15808;0;15090;0;10113;0;16644;0
1500069;FV65;Betna S.;8343;7;2017;R1;20;350;0;341;0;374;0;296;0;332;0
1500069;FV65;Betna S.;8343;7;2017;R2;20;361;0;423;0;396;0;283;0;422;0
1500107;FV65;Bjørnås;4406;2;2017;1;20;816;0;932;0;899;0;633;1;918;0
1500107;FV65;Bjørnås;4406;2;2017;2;20;796;0;903;0;838;0;704;0;895;0
900204;EV18;LØEHEI;6750;21;2017;R0;20;14987;0;17528;0;16788;0;11024;0;18430;0
1500107;FV65;Bjørnås;4406;2;2017;R1;20;816;0;932;0;899;0;633;1;918;0
1500107;FV65;Bjørnås;4406;2;2017;R2;20;796;0;903;0;838;0;704;0;895;0
1500117;FV65;Øye N.;601;5;2017;1;20;791;0;866;0;854;0;653;0;852;0
1500117;FV65;Øye N.;601;5;2017;2;20;803;0;878;0;860;0;677;0;866;0
900711;EV18;TINGSAKER-X E18;564;55;2017;R0;20;5523;320;7323;439;6118;348;4214;256;8062;478
1500117;FV65;Øye N.;601;5;2017;R1;20;791;0;866;0;854;0;653;0;852;0
1500117;FV65;Øye N.;601;5;2017;R2;20;803;0;878;0;860;0;677;0;866;0
400692;FV66;KÅRTORP Ø;716;1;2017;1;20;5062;7;4831;11;5803;8;3431;4;4202;28
400692;FV66;KÅRTORP Ø;716;1;2017;2;20;4852;7;4726;11;5557;8;3300;4;4099;28
901122;FV42;Heistad;974;51;2017;R0;20;8588;68;8236;118;10321;80;4774;42;7171;119
400692;FV66;KÅRTORP Ø;716;1;2017;R1;20;5062;7;4831;11;5803;8;3431;4;4202;28
400692;FV66;KÅRTORP Ø;716;1;2017;R2;20;4852;7;4726;11;5557;8;3300;4;4099;28
400700;FV66;ARNKVERN MØLLE;2558;1;2017;1;20;2125;92;1981;113;2598;106;1083;57;1622;96
400700;FV66;ARNKVERN MØLLE;2558;1;2017;2;20;2076;91;1912;111;2574;107;978;53;1556;94
901124;FV420;Ny Nedenes;5096;4;2017;R0;20;8834;0;9386;0;9699;0;6930;0;9019;0
400700;FV66;ARNKVERN MØLLE;2558;1;2017;R1;20;2125;92;1981;113;2598;106;1083;57;1622;96
400700;FV66;ARNKVERN MØLLE;2558;1;2017;R2;20;2076;91;1912;111;2574;107;978;53;1556;94
1700009;FV72;INNSMOEN;2230;4;2017;1;20;346;0;492;0;357;0;323;0;582;0
1700009;FV72;INNSMOEN;2230;4;2017;2;20;341;0;486;0;268;0;502;0;579;0
1000001;EV18;NARVIKA;1700;3;2017;R0;20;39230;504;28602;488;45058;570;26399;350;27029;643
1700009;FV72;INNSMOEN;2230;4;2017;R1;20;346;0;492;0;357;0;323;0;582;0
1700009;FV72;INNSMOEN;2230;4;2017;R2;20;341;0;486;0;268;0;502;0;579;0
1700105;FV72;VINNE;1700;1;2017;1;20;1600;3;1771;0;1790;3;1180;3;1730;0
1700105;FV72;VINNE;1700;1;2017;2;20;1584;3;1734;0;1694;3;1340;3;1706;0
1000003;EV39;VESTERVEGEN;750;1;2017;R0;20;38978;105;34181;401;44111;118;27675;75;32095;616
1700105;FV72;VINNE;1700;1;2017;R1;20;1600;3;1771;0;1790;3;1180;3;1730;0
1700105;FV72;VINNE;1700;1;2017;R2;20;1584;3;1734;0;1694;3;1340;3;1706;0
1700007;FV74;MURUMOEN;24240;4;2017;1;20;128;1;171;0;131;1;121;0;192;0
1700007;FV74;MURUMOEN;24240;4;2017;2;20;114;1;162;0;109;1;127;0;182;0
1000006;FV456;LANGENES;4950;2;2017;R0;20;1721;0;2050;0;1894;1;1340;0;1997;0
1700007;FV74;MURUMOEN;24240;4;2017;R1;20;128;1;171;0;131;1;121;0;192;0
1700007;FV74;MURUMOEN;24240;4;2017;R2;20;114;1;162;0;109;1;127;0;182;0
1203288;FV75;FITJAR HELLANDSVEIEN;7503;2;2017;1;20;1142;0;1145;0;1259;0;885;1;1008;0
1203288;FV75;FITJAR HELLANDSVEIEN;7503;2;2017;2;20;1152;1;1158;0;1273;1;886;1;1014;0
1000007;FV452;VOLLEVATN;247;1;2017;R0;20;10255;0;10254;0;11387;0;7761;0;9010;0
1203288;FV75;FITJAR HELLANDSVEIEN;7503;2;2017;R1;20;1142;0;1145;0;1259;0;885;1;1008;0
1203288;FV75;FITJAR HELLANDSVEIEN;7503;2;2017;R2;20;1152;1;1158;0;1273;1;886;1;1014;0
1800108;FV76;SKILLEBOTN;11031;5;2017;1;20;437;0;558;0;463;0;379;0;599;0
1800108;FV76;SKILLEBOTN;11031;5;2017;2;20;449;0;542;0;483;0;374;0;576;0
1000008;FV457;FLEKKERØY;2597;1;2017;R0;20;4499;3;4932;0;4909;3;3596;1;4577;0
1800108;FV76;SKILLEBOTN;11031;5;2017;R1;20;437;0;558;0;463;0;379;0;599;0
1800108;FV76;SKILLEBOTN;11031;5;2017;R2;20;449;0;542;0;483;0;374;0;576;0
1800110;FV76;MOSHEIM;90;7;2017;1;20;2041;13;2282;0;2271;15;1535;9;2394;0
1800110;FV76;MOSHEIM;90;7;2017;2;20;2043;14;2274;0;2261;16;1565;9;2388;0
1000009;EV39;Avkjørsel v/ Wilhelm Krag;19910;1;2017;R0;20;11514;233;11611;309;12778;251;8732;192;10760;328
1800110;FV76;MOSHEIM;90;7;2017;R1;20;2041;13;2282;0;2271;15;1535;9;2394;0
1800110;FV76;MOSHEIM;90;7;2017;R2;20;2043;14;2274;0;2261;16;1565;9;2388;0
1800270;FV76;Molvikhammarn tunell;4260;2;2017;1;20;181;10;244;15;181;10;180;10;257;23
1800270;FV76;Molvikhammarn tunell;4260;2;2017;2;20;170;9;222;14;171;9;168;9;226;21
1000010;EV18;BJØRNDALSLETTA BOM;650;4;2017;R0;20;46973;355;50061;0;53454;389;32705;277;46919;0
1800270;FV76;Molvikhammarn tunell;4260;2;2017;R1;20;181;10;244;15;181;10;180;10;257;23
1800270;FV76;Molvikhammarn tunell;4260;2;2017;R2;20;170;9;222;14;171;9;168;9;226;21
1800541;FV76;Brønnøysund sentrum vis a vis Thon Hotel;2825;7;2017;1;20;3311;31;3628;0;3730;37;2388;19;3749;0
1800541;FV76;Brønnøysund sentrum vis a vis Thon Hotel;2825;7;2017;2;20;3008;29;3296;0;3387;33;2173;18;3417;0
1000012;FV43;HAVIK;615;3;2017;R0;20;3892;0;4364;0;4292;0;3011;0;4469;0
1800541;FV76;Brønnøysund sentrum vis a vis Thon Hotel;2825;7;2017;R1;20;3311;31;3628;0;3730;37;2388;19;3749;0
1800541;FV76;Brønnøysund sentrum vis a vis Thon Hotel;2825;7;2017;R2;20;3008;29;3296;0;3387;33;2173;18;3417;0
1800328;FV78;Toventunnelen;10650;2;2017;1;20;663;0;862;0;721;0;535;0;934;0
1800328;FV78;Toventunnelen;10650;2;2017;2;20;669;0;881;0;696;0;610;0;967;0
1000013;FV42;MOEKRA;957;2;2017;R0;20;1024;0;1207;0;1035;0;1001;0;1240;0
1800328;FV78;Toventunnelen;10650;2;2017;R1;20;663;0;862;0;721;0;535;0;934;0
1800328;FV78;Toventunnelen;10650;2;2017;R2;20;669;0;881;0;696;0;610;0;967;0
1800462;FV81;Fv81 Oppeid;502;2;2017;1;20;470;0;622;0;529;0;339;0;697;0
1800462;FV81;Fv81 Oppeid;502;2;2017;2;20;487;0;648;0;537;0;376;0;718;0
1000014;EV39;REKEVIK;3730;17;2017;R0;20;5590;4;7386;0;5596;4;5577;3;8344;0
1800462;FV81;Fv81 Oppeid;502;2;2017;R1;20;470;0;622;0;529;0;339;0;697;0
1800462;FV81;Fv81 Oppeid;502;2;2017;R2;20;487;0;648;0;537;0;376;0;718;0
1800710;FV81;ULVSVÅG VEST;254;1;2017;1;20;302;0;421;0;338;0;224;0;487;0
1800710;FV81;ULVSVÅG VEST;254;1;2017;2;20;302;0;431;0;329;0;245;0;494;0
1000015;RV9;DALEHEFTE;2021;5;2017;R0;20;3087;31;3425;0;3212;32;2813;30;3444;0
1800710;FV81;ULVSVÅG VEST;254;1;2017;R1;20;302;0;421;0;338;0;224;0;487;0
1800710;FV81;ULVSVÅG VEST;254;1;2017;R2;20;302;0;431;0;329;0;245;0;494;0
1800139;FV82;SORTLAND (Kirkebakken);2331;7;2017;1;20;5190;0;5451;0;5929;0;3562;0;5148;0
1800139;FV82;SORTLAND (Kirkebakken);2331;7;2017;2;20;4666;0;5392;0;5383;0;3088;0;5090;0
1000016;FV303;AUKLAND VEGSTASJON;1263;1;2017;R0;20;1293;2;1395;0;1445;2;960;2;1155;0
1800139;FV82;SORTLAND (Kirkebakken);2331;7;2017;R1;20;5190;0;5451;0;5929;0;3562;0;5148;0
1800139;FV82;SORTLAND (Kirkebakken);2331;7;2017;R2;20;4666;0;5392;0;5383;0;3088;0;5090;0
1800140;FV82;STOKMARKNES;1986;4;2017;1;20;1301;35;1390;5;1483;38;900;27;1300;0
1800140;FV82;STOKMARKNES;1986;4;2017;2;20;1303;34;1403;5;1477;38;919;27;1316;0
1000017;FV410;SPANGEREID;984;1;2017;R0;20;559;3;761;12;583;3;507;3;876;0
1800140;FV82;STOKMARKNES;1986;4;2017;R1;20;1301;35;1390;5;1483;38;900;27;1300;0
1800140;FV82;STOKMARKNES;1986;4;2017;R2;20;1303;34;1403;5;1477;38;919;27;1316;0
1800145;FV82;RISØYHAMN VEGST.;530;12;2017;1;20;572;17;763;3;623;17;460;15;803;0
1800145;FV82;RISØYHAMN VEGST.;530;12;2017;2;20;580;17;778;4;633;18;465;15;817;0
1000018;EV39;HOLLEKLEIV BIL;10;7;2017;R0;20;16684;0;19325;0;18251;0;13236;0;19934;0
1800145;FV82;RISØYHAMN VEGST.;530;12;2017;R1;20;572;17;763;3;623;17;460;15;803;0
1800145;FV82;RISØYHAMN VEGST.;530;12;2017;R2;20;580;17;778;4;633;18;465;15;817;0
1800551;FV82;Atk Skagen;1508;5;2017;1;20;1521;29;1647;0;1744;33;1031;21;1547;0
1800551;FV82;Atk Skagen;1508;5;2017;2;20;1545;30;1682;0;1750;33;1093;22;1576;0
1000021;EV18;Vesterbrua;4220;4;2017;R0;20;28266;96;27523;369;32365;110;19241;64;25991;528
1800551;FV82;Atk Skagen;1508;5;2017;R1;20;1521;29;1647;0;1744;33;1031;21;1547;0
1800551;FV82;Atk Skagen;1508;5;2017;R2;20;1545;30;1682;0;1750;33;1093;22;1576;0
1800553;FV82;Fv82 Andenes vest (Merket);9866;14;2017;1;20;1180;42;884;32;1315;46;884;34;825;61
1800553;FV82;Fv82 Andenes vest (Merket);9866;14;2017;2;20;1184;43;895;32;1320;46;885;34;830;61
1000023;EV18;Narvigbakken;2040;3;2017;R0;20;37371;389;26992;442;43014;443;24948;265;25394;584
1800553;FV82;Fv82 Andenes vest (Merket);9866;14;2017;R1;20;1180;42;884;32;1315;46;884;34;825;61
1800553;FV82;Fv82 Andenes vest (Merket);9866;14;2017;R2;20;1184;43;895;32;1320;46;885;34;830;61
1900159;FV83;Rv83 Harstad  Bergseng rundkj;320;5;2017;1;20;2330;0;2298;0;2574;0;1792;0;2066;0
1900159;FV83;Rv83 Harstad  Bergseng rundkj;320;5;2017;2;20;2323;0;2297;0;2549;0;1825;0;2064;0
1000025;EV39;VATLAND;5200;12;2017;R0;20;4723;6;6808;0;4748;7;4667;6;7941;0
1900159;FV83;Rv83 Harstad  Bergseng rundkj;320;5;2017;R1;20;2330;0;2298;0;2574;0;1792;0;2066;0
1900159;FV83;Rv83 Harstad  Bergseng rundkj;320;5;2017;R2;20;2323;0;2297;0;2549;0;1825;0;2064;0
1900232;FV83;GÅRA SØR;85;6;2017;1;20;740;0;825;0;806;0;594;0;792;0
1900232;FV83;GÅRA SØR;85;6;2017;2;20;738;0;799;0;787;0;630;0;764;0
1000026;EV39;TEISTEDALSTUNNELEN;2000;13;2017;R0;20;5634;0;7893;0;5746;0;5387;0;9019;0
1900232;FV83;GÅRA SØR;85;6;2017;R1;20;740;0;825;0;806;0;594;0;792;0
1900232;FV83;GÅRA SØR;85;6;2017;R2;20;738;0;799;0;787;0;630;0;764;0
