"point_id";"easter_day";"total_volume";"included_days";"period"
"94864V704707";"Fredag";518;3;"2017-2019"
"94864V704707";"Lørdag";375;3;"2017-2019"
"94864V704707";"Palmesøndag";316;3;"2017-2019"
"94864V704707";"Mandag";448;3;"2017-2019"
"94864V704707";"Tirsdag";532;3;"2017-2019"
"94864V704707";"Onsdag";658;3;"2017-2019"
"94864V704707";"Skjærtorsdag";686;3;"2017-2019"
"94864V704707";"Langfredag";331;3;"2017-2019"
"94864V704707";"Påskeaften";376;3;"2017-2019"
"94864V704707";"1. påskedag";515;3;"2017-2019"
"94864V704707";"2. påskedag";324;3;"2017-2019"
"97126V1993682";"Fredag";15458;1;"2017-2019"
"97126V1993682";"Lørdag";7445;1;"2017-2019"
"97126V1993682";"Palmesøndag";6385;1;"2017-2019"
"97126V1993682";"Mandag";11370;1;"2017-2019"
"97126V1993682";"Tirsdag";10641;1;"2017-2019"
"97126V1993682";"Onsdag";9375;1;"2017-2019"
"97126V1993682";"Skjærtorsdag";4748;1;"2017-2019"
"97126V1993682";"Langfredag";4317;1;"2017-2019"
"97126V1993682";"Påskeaften";4905;1;"2017-2019"
"97126V1993682";"1. påskedag";5497;1;"2017-2019"
"97126V1993682";"2. påskedag";7633;1;"2017-2019"
"97351V930305";"Fredag";113;3;"2017-2019"
"97351V930305";"Lørdag";79;3;"2017-2019"
"97351V930305";"Palmesøndag";81;3;"2017-2019"
"97351V930305";"Mandag";101;3;"2017-2019"
"97351V930305";"Tirsdag";82;3;"2017-2019"
"97351V930305";"Onsdag";110;3;"2017-2019"
"97351V930305";"Skjærtorsdag";88;3;"2017-2019"
"97351V930305";"Langfredag";69;3;"2017-2019"
"97351V930305";"Påskeaften";90;3;"2017-2019"
"97351V930305";"1. påskedag";99;3;"2017-2019"
"97351V930305";"2. påskedag";138;3;"2017-2019"
"97841V805708";"Fredag";23373;2;"2017-2019"
"97841V805708";"Lørdag";16250;2;"2017-2019"
"97841V805708";"Palmesøndag";12937;2;"2017-2019"
"97841V805708";"Mandag";20779;2;"2017-2019"
"97841V805708";"Tirsdag";20599;2;"2017-2019"
"97841V805708";"Onsdag";19362;2;"2017-2019"
"97841V805708";"Skjærtorsdag";11563;2;"2017-2019"
"97841V805708";"Langfredag";11688;2;"2017-2019"
"97841V805708";"Påskeaften";13816;2;"2017-2019"
"97841V805708";"1. påskedag";12735;2;"2017-2019"
"97841V805708";"2. påskedag";14605;2;"2017-2019"
"98682V444320";"Fredag";12758;2;"2017-2019"
"98682V444320";"Lørdag";8186;2;"2017-2019"
"98682V444320";"Palmesøndag";5613;2;"2017-2019"
"98682V444320";"Mandag";11007;2;"2017-2019"
"98682V444320";"Tirsdag";10808;2;"2017-2019"
"98682V444320";"Onsdag";9620;2;"2017-2019"
"98682V444320";"Skjærtorsdag";4438;2;"2017-2019"
"98682V444320";"Langfredag";4344;2;"2017-2019"
"98682V444320";"Påskeaften";5692;2;"2017-2019"
"98682V444320";"1. påskedag";5318;2;"2017-2019"
"98682V444320";"2. påskedag";5994;2;"2017-2019"
"98948V805142";"Fredag";13852;2;"2017-2019"
"98948V805142";"Lørdag";8407;2;"2017-2019"
"98948V805142";"Palmesøndag";6367;2;"2017-2019"
"98948V805142";"Mandag";10934;2;"2017-2019"
"98948V805142";"Tirsdag";10730;2;"2017-2019"
"98948V805142";"Onsdag";9429;2;"2017-2019"
"98948V805142";"Skjærtorsdag";5048;2;"2017-2019"
"98948V805142";"Langfredag";4919;2;"2017-2019"
"98948V805142";"Påskeaften";5717;2;"2017-2019"
"98948V805142";"1. påskedag";5387;2;"2017-2019"
"98948V805142";"2. påskedag";7339;2;"2017-2019"
"99254V1696548";"Fredag";11988;3;"2017-2019"
"99254V1696548";"Lørdag";6931;3;"2017-2019"
"99254V1696548";"Palmesøndag";4940;3;"2017-2019"
"99254V1696548";"Mandag";9031;3;"2017-2019"
"99254V1696548";"Tirsdag";8682;3;"2017-2019"
"99254V1696548";"Onsdag";7718;3;"2017-2019"
"99254V1696548";"Skjærtorsdag";3913;3;"2017-2019"
"99254V1696548";"Langfredag";3598;3;"2017-2019"
"99254V1696548";"Påskeaften";4456;3;"2017-2019"
"99254V1696548";"1. påskedag";4312;3;"2017-2019"
"99254V1696548";"2. påskedag";5957;3;"2017-2019"
"99312V930442";"Fredag";1074;3;"2017-2019"
"99312V930442";"Lørdag";897;3;"2017-2019"
"99312V930442";"Palmesøndag";445;3;"2017-2019"
"99312V930442";"Mandag";1042;3;"2017-2019"
"99312V930442";"Tirsdag";1185;3;"2017-2019"
"99312V930442";"Onsdag";1302;3;"2017-2019"
"99312V930442";"Skjærtorsdag";1096;3;"2017-2019"
"99312V930442";"Langfredag";228;3;"2017-2019"
"99312V930442";"Påskeaften";769;3;"2017-2019"
"99312V930442";"1. påskedag";250;3;"2017-2019"
"99312V930442";"2. påskedag";411;3;"2017-2019"
"99353V625530";"Fredag";19619;3;"2017-2019"
"99353V625530";"Lørdag";11409;3;"2017-2019"
"99353V625530";"Palmesøndag";8122;3;"2017-2019"
"99353V625530";"Mandag";15808;3;"2017-2019"
"99353V625530";"Tirsdag";15493;3;"2017-2019"
"99353V625530";"Onsdag";14485;3;"2017-2019"
"99353V625530";"Skjærtorsdag";6593;3;"2017-2019"
"99353V625530";"Langfredag";6526;3;"2017-2019"
"99353V625530";"Påskeaften";8708;3;"2017-2019"
"99353V625530";"1. påskedag";6925;3;"2017-2019"
"99353V625530";"2. påskedag";7966;3;"2017-2019"
"99781V2303021";"Fredag";18193;3;"2017-2019"
"99781V2303021";"Lørdag";9232;3;"2017-2019"
"99781V2303021";"Palmesøndag";9999;3;"2017-2019"
"99781V2303021";"Mandag";13078;3;"2017-2019"
"99781V2303021";"Tirsdag";12877;3;"2017-2019"
"99781V2303021";"Onsdag";11993;3;"2017-2019"
"99781V2303021";"Skjærtorsdag";8099;3;"2017-2019"
"99781V2303021";"Langfredag";6653;3;"2017-2019"
"99781V2303021";"Påskeaften";6466;3;"2017-2019"
"99781V2303021";"1. påskedag";8664;3;"2017-2019"
"99781V2303021";"2. påskedag";11958;3;"2017-2019"
"99923V578123";"Fredag";461;2;"2017-2019"
"99923V578123";"Lørdag";757;2;"2017-2019"
"99923V578123";"Palmesøndag";527;2;"2017-2019"
"99923V578123";"Mandag";557;2;"2017-2019"
"99923V578123";"Tirsdag";609;2;"2017-2019"
"99923V578123";"Onsdag";682;2;"2017-2019"
"99923V578123";"Skjærtorsdag";610;2;"2017-2019"
"99923V578123";"Langfredag";382;2;"2017-2019"
"99923V578123";"Påskeaften";350;2;"2017-2019"
"99923V578123";"1. påskedag";276;2;"2017-2019"
"99923V578123";"2. påskedag";202;2;"2017-2019"
